auction_id,after_repair_value,auction_date,baths,bedrooms,cash_only,estimated_value,financing_available,home_square_footage,href,interior_access,lot_size,online_event,propertyViews,property_address,property_city,property_county,property_id,property_occupancy_status,property_state_code,property_type,property_zip,saved_count,trustee_sale,venue_code,venue_id,venue_type,year_built,est_debt,est_opening_bid,opening_bid
2822386,376000,2019-09-24,2,3,1.0,376000.0,0.0,1470,/details/3879-8th-ave-sacramento-ca-95817-2822386-e_13495,0.0,0.1,0.0,531.0,3879 8TH AVE,Sacramento,Sacramento,2822386,Occupied,CA,SFR,95817,54.0,1.0,EY13032,382145.0,Live,2015,,170000.0,170000.0
2822387,3452000,2019-10-08,6,5,1.0,3452000.0,0.0,6815,/details/19-alamo-springs-court-danville-ca-94526-2822387-e_13599,0.0,1.4,0.0,811.0,19 ALAMO SPRINGS COURT,Danville,Contra Costa,2822387,Occupied,CA,SFR,94526,18.0,1.0,ZY26014,386699.0,Live,2013,,2550000.0,2550000.0
2810100,570000,2019-12-18,2,4,1.0,570000.0,0.0,1835,/details/5089-lynnbrook-dr-fairfield-ca-94534-2810100-e_14119,0.0,0.14,0.0,0.0,5089 LYNNBROOK DR,Fairfield,Solano,2810100,Occupied,CA,SFR,94534,18.0,1.0,ZO21000,406067.0,Live,1989,356796.0,285000.0,285000.0
2761969,1029000,2019-10-02,2,3,1.0,1029000.0,0.0,1867,/details/51-elysian-fields-dr-oakland-ca-94605-2761969-e_13547a,0.0,0.17,0.0,485.0,51 ELYSIAN FIELDS DR,Oakland,Alameda,2761969,Occupied,CA,SFR,94605,84.0,1.0,AB1500,400253.0,Live,1956,392207.0,,
2695422,481000,2019-10-23,2,4,1.0,481000.0,0.0,1782,/details/707-daniels-avenue-vallejo-ca-94590-2695422-e_13703,0.0,0.01,0.0,81.0,707 DANIELS AVENUE,Vallejo,Solano,2695422,Occupied,CA,Condo,94590,62.0,1.0,ZW14504,398204.0,Live,2003,414344.0,220000.0,220000.0
2717961,746000,2019-10-24,1,2,1.0,746000.0,0.0,1205,/details/70-yosemite-avenue-308-oakland-ca-94611-2717961-e_13703,0.0,0.01,0.0,220.0,70 YOSEMITE AVENUE #308,Oakland,Alameda,2717961,Occupied,CA,Condo,94611,117.0,1.0,TD13504,395297.0,Live,1982,320863.0,255000.0,255000.0
1402125,1042000,2019-09-25,2,3,1.0,1042000.0,0.0,1544,/details/2562-las-gallinas-avenue-san-rafael-ca-94903-1402125-e_13495,0.0,0.2,0.0,1471.0,2562 LAS GALLINAS AVENUE,San Rafael,Marin,1402125,Occupied,CA,SFR,94903,119.0,1.0,ZT23501,394398.0,Live,1959,463848.0,370000.0,370000.0
2827533,539000,2019-09-10,3,4,1.0,539000.0,0.0,2587,/details/2156-peakview-avenue-sacramento-ca-95835-2827533-e_13391,0.0,0.11,0.0,598.0,2156 PEAKVIEW AVENUE,Sacramento,Sacramento,2827533,Occupied,CA,SFR,95835,19.0,1.0,ZI18017,378717.0,Live,2003,362155.0,362155.0,362155.0
2830607,442000,2019-09-24,2,4,1.0,442000.0,0.0,1750,/details/4260-adriatic-sea-way-sacramento-ca-95834-2830607-e_13495,0.0,0.08,0.0,134.0,4260 ADRIATIC SEA WAY,Sacramento,Sacramento,2830607,Occupied,CA,SFR,95834,8.0,1.0,EY13015,382145.0,Live,2007,308143.0,245000.0,245000.0
1408271,Not Available,2019-10-02,4,4,1.0,,0.0,2450,/details/445-mirada-rd-half-moon-bay-ca-94019-1408271-e_13547,0.0,0.45,0.0,1930.0,445 MIRADA RD,Half Moon Bay,San Mateo,1408271,Occupied,CA,SFR,94019,279.0,1.0,AG4000,398088.0,Live,2000,2193032.0,1950000.0,1950000.0
2823450,751000,2019-10-22,3,4,1.0,751000.0,0.0,3364,/details/2408-west-windrim-court-elk-grove-ca-95758-2823450-e_13703,0.0,0.32,0.0,241.0,2408 WEST WINDRIM COURT,Elk Grove,Sacramento,2823450,Occupied,CA,SFR,95758,27.0,1.0,DY13007,394019.0,Live,2001,301617.0,,
2830622,1157000,2019-10-10,2.5,4,1.0,1157000.0,0.0,1620,/details/126-trenton-cir-pleasanton-ca-94566-2830622-e_13599,0.0,0.09,0.0,121.0,126 TRENTON CIR,Pleasanton,Alameda,2830622,Occupied,CA,SFR,94566,35.0,1.0,ZV1516,385373.0,Live,1994,506934.0,506934.74,506934.74
1400095,1458000,2019-12-19,2,3,1.0,1458000.0,0.0,1690,/details/1254-virginia-street-berkeley-ca-94702-1400095-e_14119,0.0,0.1,0.0,24.0,1254 VIRGINIA STREET,Berkeley,Alameda,1400095,,CA,SFR,94702,164.0,1.0,AA1002,399488.0,Live,1924,777613.0,660000.0,660000.0
2740513,299000,2019-11-14,1,3,1.0,299000.0,0.0,1505,/details/2410-east-poplar-street-stockton-ca-95205-2740513-e_13859,0.0,0.26,0.0,34.0,2410 EAST POPLAR STREET,Stockton,San Joaquin,2740513,Occupied,CA,SFR,95205,22.0,1.0,AA1002,392521.0,Live,1940,245627.0,180000.0,180000.0
2823463,489000,2019-10-09,2,4,1.0,489000.0,0.0,1480,/details/237-curtis-drive-vallejo-ca-94591-2823463-e_13599,0.0,0.24,0.0,280.0,237 CURTIS DRIVE,Vallejo,Solano,2823463,Occupied,CA,SFR,94591,16.0,1.0,AA1007,384416.0,Live,1978,237675.0,190000.0,190000.0
2823464,451000,2019-09-11,2,3,1.0,451000.0,0.0,1320,/details/125-de-paul-dr-vallejo-ca-94589-2823464-e_13391,0.0,0.14,0.0,229.0,125 DE PAUL DR,Vallejo,Solano,2823464,Occupied,CA,SFR,94589,9.0,1.0,ZR22506,386292.0,Live,1978,388686.0,275000.0,275000.0
2824490,901000,2019-10-10,3,3,1.0,901000.0,0.0,1982,/details/1257-george-circle-hayward-ca-94541-2824490-e_13599,0.0,0.2,0.0,0.0,1257 GEORGE CIRCLE,Hayward,Alameda,2824490,Occupied,CA,,94541,15.0,1.0,ZV1519,385373.0,Live,2013,501516.0,501516.03,501516.03
2824493,412000,2019-09-11,2,3,1.0,412000.0,0.0,1156,/details/2131-falcon-drive-fairfield-ca-94533-2824493-e_13391,0.0,0.13,0.0,274.0,2131 FALCON DRIVE,Fairfield,Solano,2824493,Occupied,CA,SFR,94533,5.0,1.0,ZR22507,386292.0,Live,1969,288566.0,288566.11,288566.11
2663728,638000,2019-10-03,2,4,1.0,638000.0,0.0,1641,/details/550-mcfall-ct-santa-rosa-ca-95401-2663728-e_13547,0.0,0.15,0.0,221.0,550 MCFALL CT,Santa Rosa,Sonoma,2663728,Occupied,CA,SFR,95401,60.0,1.0,AF3503,393144.0,Live,1968,476913.0,380000.0,380000.0
2824500,1032000,2019-10-30,2,3,1.0,1032000.0,0.0,1340,/details/89-muirwood-dr-daly-city-ca-94014-2824500-e_13755,0.0,0.07,0.0,326.0,89 MUIRWOOD DR,Daly City,San Mateo,2824500,Occupied,CA,SFR,94014,29.0,1.0,TP7001,400826.0,Live,1945,,580000.0,580000.0
2794804,531000,2019-10-22,2,3,1.0,531000.0,0.0,1605,/details/1405-stoney-gorge-way-antioch-ca-94531-2794804-e_13703,0.0,0.17,0.0,223.0,1405 STONEY GORGE WAY,Antioch,Contra Costa,2794804,Occupied,CA,SFR,94531,31.0,1.0,AA1004,388702.0,Live,1997,242920.0,195000.0,195000.0
2794805,518000,2019-10-08,2.5,4,1.0,518000.0,0.0,1799,/details/2013-mt-hamilton-dr-antioch-ca-94531-2794805-e_13599,0.0,0.11,0.0,8.0,2013 MT HAMILTON DR,Antioch,Contra Costa,2794805,Occupied,CA,SFR,94531,25.0,1.0,ZY26021,386699.0,Live,1991,,305000.0,305000.0
2732346,404000,2019-12-12,1,3,1.0,404000.0,0.0,829,/details/327-w-whittier-ave-tracy-ca-95376-2732346-e_14067,0.0,0.22,0.0,209.0,327 W WHITTIER AVE,Tracy,San Joaquin,2732346,Occupied,CA,SFR,95376,19.0,1.0,AA1000,393174.0,Live,1948,298765.0,245000.0,245000.0
2794810,1327000,2019-10-10,1,3,1.0,1327000.0,0.0,1342,/details/5726-shepherd-canyon-rd-oakland-ca-94611-2794810-e_13599,0.0,0.69,0.0,1491.0,5726 SHEPHERD CANYON RD,Oakland,Alameda,2794810,Occupied,CA,SFR,94611,93.0,1.0,ZV1506,385373.0,Live,1922,306530.0,245000.0,245000.0
2736445,381000,2019-10-03,2,4,1.0,381000.0,0.0,1752,/details/9544-enchantment-lane-stockton-ca-95209-2736445-e_13547,0.0,0.15,0.0,36.0,9544 ENCHANTMENT LANE,Stockton,San Joaquin,2736445,Occupied,CA,SFR,95209,21.0,1.0,ZV24516,385706.0,Live,1980,319820.0,275000.0,275000.0
1328453,341000,2019-10-08,2,4,1.0,341000.0,0.0,1256,/details/2943-betlen-court-rancho-cordova-ca-95670-1328453-e_13599,0.0,0.19,0.0,486.0,2943 BETLEN COURT,Rancho Cordova,Sacramento,1328453,Occupied,CA,SFR,95670,57.0,1.0,ZW2026,386312.0,Live,1959,110093.0,90000.0,90000.0
2721093,347000,2019-11-25,2,3,1.0,347000.0,0.0,1375,/details/1445-july-dr-modesto-ca-95358-2721093-e_13963,0.0,0.14,0.0,196.0,1445 JULY DR,Modesto,Stanislaus,2721093,Occupied,CA,SFR,95358,9.0,1.0,AA1000,400022.0,Live,1986,191721.0,155000.0,155000.0
2818385,277000,2019-09-19,2,3,1.0,277000.0,0.0,1448,/details/8314-tam-o-shanter-drive-stockton-ca-95210-2818385-e_13443,0.0,0.15,0.0,83.0,8314 TAM O' SHANTER DRIVE,Stockton,San Joaquin,2818385,Occupied,CA,SFR,95210,18.0,1.0,ZW25020,389263.0,Live,2006,,175000.0,175000.0
2828626,302000,2019-09-24,2,3,1.0,302000.0,0.0,1034,/details/5795-lerner-way-sacramento-ca-95823-2828626-e_13495,0.0,0.18,0.0,80.0,5795 LERNER WAY,Sacramento,Sacramento,2828626,Occupied,CA,SFR,95823,5.0,1.0,EY13013,382145.0,Live,1976,271541.0,200000.0,200000.0
2758994,284000,2019-09-18,2,3,1.0,284000.0,0.0,1132,/details/13321-skyline-boulevard-waterford-ca-95386-2758994-e_13443,0.0,0.16,0.0,181.0,13321 SKYLINE BOULEVARD,Waterford,Stanislaus,2758994,Occupied,CA,SFR,95386,16.0,1.0,AH3000,395699.0,Live,1994,227697.0,145000.0,145000.0
1425748,1155000,2019-11-13,1,3,1.0,1155000.0,0.0,1000,/details/1303-cobb-street-san-mateo-ca-94401-1425748-e_13859,0.0,0.12,0.0,344.0,1303 COBB STREET,San Mateo,San Mateo,1425748,Occupied,CA,SFR,94401,142.0,1.0,YZ4000,402341.0,Live,1953,925930.0,690000.0,690000.0
2815316,800000,2019-09-26,2,2,1.0,800000.0,0.0,1330,/details/330-parkview-terrace-201-oakland-ca-94610-2815316-e_13495,0.0,0.01,0.0,2090.0,330 PARKVIEW TERRACE #201,Oakland,Alameda,2815316,Occupied,CA,Condo,94610,137.0,1.0,AB1508,384407.0,Live,1985,59649.0,50000.0,50000.0
2729308,520000,2019-10-23,2,4,1.0,520000.0,0.0,1822,/details/130-spinnaker-court-vacaville-ca-95687-2729308-e_13703,0.0,0.24,0.0,32.0,130 SPINNAKER COURT,Vacaville,Solano,2729308,Occupied,CA,SFR,95687,67.0,1.0,ZW14506,398204.0,Live,1988,146675.0,115000.0,115000.0
2675037,606000,2019-10-23,3,5,1.0,606000.0,0.0,2556,/details/2949-shoreline-circle-fairfield-ca-94533-2675037-e_13703,0.0,0.11,0.0,334.0,2949 SHORELINE CIRCLE,Fairfield,Solano,2675037,Occupied,CA,SFR,94533,115.0,1.0,ZW14500,398204.0,Live,2002,256218.0,205000.0,205000.0
2841950,723000,2019-09-26,1,3,1.0,723000.0,0.0,1182,/details/19424-hathaway-avenue-hayward-ca-94541-2841950-e_13495,0.0,0.11,0.0,76.0,19424 HATHAWAY AVENUE,Hayward,Alameda,2841950,Occupied,CA,SFR,94541,5.0,1.0,AB1517,384407.0,Live,1952,305644.0,,
2815333,350000,2019-09-16,,,,,,,/details/3110-lerwick-road-sacramento-ca-95821-2815333-o_1257l,,,1.0,78.0,,,,2815333,,,SFR,,,,YY26403,397355.0,,1950,,,
2837869,905000,2019-09-26,2.5,3,1.0,905000.0,0.0,1727,/details/6702-south-mariposa-lane-dublin-ca-94568-2837869-e_13495,0.0,0.01,0.0,91.0,6702 SOUTH MARIPOSA LANE,Dublin,Alameda,2837869,Occupied,CA,Condo,94568,10.0,1.0,AB1514,384407.0,Live,2013,,,
2236782,549000,2019-10-08,3,5,1.0,549000.0,0.0,2630,/details/5700-la-venta-way-sacramento-ca-95835-2236782-e_13599,0.0,0.14,0.0,171.0,5700 LA VENTA WAY,Sacramento,Sacramento,2236782,Occupied,CA,SFR,95835,19.0,1.0,ZW2032,386312.0,Live,2005,531503.0,325000.0,325000.0
2834798,545000,2019-09-18,4,5,1.0,545000.0,0.0,3497,/details/4209-peninsula-dr-modesto-ca-95356-2834798-e_13443,0.0,0.16,0.0,310.0,4209 PENINSULA DR,Modesto,Stanislaus,2834798,Occupied,CA,SFR,95356,6.0,1.0,AH3005,395699.0,Live,2002,,360000.0,360000.0
2837870,399000,2019-09-24,1.5,2,1.0,399000.0,0.0,1089,/details/1288-pine-creek-h-concord-ca-94520-2837870-e_13495,0.0,0.01,0.0,94.0,1288 PINE CREEK H,Concord,Contra Costa,2837870,Occupied,CA,Condo,94520,6.0,1.0,AE3017,392505.0,Live,1970,211165.0,,
2790773,Not Available,2019-10-09,4,2,1.0,,0.0,2624,/details/3509-evey-road-calistoga-ca-94515-2790773-e_13599,0.0,10.28,0.0,306.0,3509 EVEY ROAD,Calistoga,Napa,2790773,Occupied,CA,,94515,26.0,1.0,AC2001,394017.0,Live,1990,1546005.0,720000.0,720000.0
2671990,302000,2019-09-19,2,3,1.0,302000.0,0.0,1313,/details/2101-la-jolla-dr-stockton-ca-95204-2671990-e_13443,0.0,0.14,0.0,215.0,2101 LA JOLLA DR,Stockton,San Joaquin,2671990,Occupied,CA,SFR,95204,7.0,1.0,ZW25012,389263.0,Live,1955,127175.0,100000.0,100000.0
2677113,927000,2019-10-02,1.5,3,1.0,927000.0,0.0,1350,/details/73-teresa-street-daly-city-ca-94014-2677113-e_13547,0.0,0.05,0.0,656.0,73 TERESA STREET,Daly City,San Mateo,2677113,,CA,SFR,94014,83.0,1.0,AG4004,398088.0,Live,1955,179396.0,145000.0,145000.0
2788729,408000,2019-10-16,2,3,1.0,408000.0,0.0,2292,/details/1337-columbia-st-pittsburg-ca-94565-2788729-e_13651a,0.0,0.1,0.0,12.0,1337 COLUMBIA ST,Pittsburg,Contra Costa,2788729,Occupied,CA,SFR,94565,37.0,1.0,YO8000,406091.0,Live,1952,226715.0,180000.0,180000.0
2772349,359000,2019-10-16,2,4,1.0,359000.0,0.0,1278,/details/154-brook-hollow-dr-patterson-ca-95363-2772349-e_13651,0.0,0.1,0.0,105.0,154 BROOK HOLLOW DR,Patterson,Stanislaus,2772349,Occupied,CA,SFR,95363,101.0,1.0,AA1007,377245.0,Live,1996,29450.0,20000.0,20000.0
2800003,617000,2019-10-08,2,3,1.0,617000.0,0.0,2241,/details/917-promenade-drive-pittsburg-ca-94565-2800003-e_13599,0.0,0.17,0.0,286.0,917 PROMENADE DRIVE,Pittsburg,Contra Costa,2800003,Occupied,CA,SFR,94565,24.0,1.0,ZY26013,386699.0,Live,2005,424981.0,340000.0,340000.0
2837891,812000,2019-09-24,3,4,1.0,812000.0,0.0,3146,/details/408-lotus-ct-brentwood-ca-94513-2837891-e_13495,0.0,0.12,0.0,149.0,408 LOTUS CT,Brentwood,Contra Costa,2837891,Occupied,CA,SFR,94513,9.0,1.0,AE3018,392505.0,Live,2017,667633.0,,
2837892,950000,2019-09-24,2.5,3,1.0,950000.0,0.0,2004,/details/3562-liscome-way-concord-ca-94518-2837892-e_13495,0.0,0.79,0.0,160.0,3562 LISCOME WAY,Concord,Contra Costa,2837892,Occupied,CA,SFR,94518,4.0,1.0,AE3019,392505.0,Live,1967,,,
2832776,1273000,2019-11-19,2.5,3,1.0,1273000.0,0.0,1577,/details/181-clydesdale-drive-danville-ca-94526-2832776-e_13911,0.0,0.23,0.0,357.0,181 CLYDESDALE DRIVE,Danville,Contra Costa,2832776,,CA,SFR,94526,32.0,1.0,AA1003,395299.0,Live,1962,533377.0,,
1399178,853000,2019-11-07,2,2,1.0,853000.0,0.0,950,/details/5181-fairbanks-cmn-fremont-ca-94555-1399178-e_13807,0.0,0.01,0.0,415.0,5181 FAIRBANKS CMN,Fremont,Alameda,1399178,Occupied,CA,Condo,94555,126.0,1.0,YW8000,402338.0,Live,1989,399170.0,325000.0,325000.0
2838925,325000,2019-09-24,2,4,1.0,325000.0,0.0,1345,/details/6101-heath-way-sacramento-ca-95823-2838925-e_13495,0.0,0.13,0.0,63.0,6101 HEATH WAY,Sacramento,Sacramento,2838925,Occupied,CA,SFR,95823,8.0,1.0,EY13028,382145.0,Live,1972,256242.0,,
2832785,815000,2019-09-24,2,4,1.0,815000.0,0.0,1567,/details/4418-canoe-birch-court-concord-ca-94521-2832785-e_13495,0.0,0.13,0.0,112.0,4418 CANOE BIRCH COURT,Concord,Contra Costa,2832785,Occupied,CA,SFR,94521,4.0,1.0,AE3012,392505.0,Live,1976,414710.0,,
2767252,551000,2019-09-25,1.5,3,1.0,551000.0,0.0,1323,/details/242-vista-del-mar-san-rafael-ca-94901-2767252-e_13495,0.0,0.01,0.0,1455.0,242 VISTA DEL MAR,San Rafael,Marin,2767252,Occupied,CA,Condo,94901,130.0,1.0,ZT23500,394398.0,Live,1973,121245.0,95000.0,95000.0
2834841,435000,2019-09-24,2,3,1.0,435000.0,0.0,1869,/details/7406-myrtle-vista-avenue-sacramento-ca-95831-2834841-e_13495,0.0,0.17,0.0,345.0,7406 MYRTLE VISTA AVENUE,Sacramento,Sacramento,2834841,Occupied,CA,SFR,95831,5.0,1.0,EY13024,382145.0,Live,1971,,280000.0,280000.0
2834842,723000,2019-09-24,3,4,1.0,723000.0,0.0,3744,/details/1233-poplar-drive-oakley-ca-94561-2834842-e_13495,0.0,0.15,0.0,80.0,1233 POPLAR DRIVE,Oakley,Contra Costa,2834842,Occupied,CA,SFR,94561,5.0,1.0,AE3013,392505.0,Live,2007,549761.0,470000.0,470000.0
2834844,358000,2019-09-19,2,3,1.0,358000.0,0.0,1519,/details/8700-eastwood-crt-stockton-ca-95209-2834844-e_13443,0.0,0.19,0.0,96.0,8700 EASTWOOD CRT,Stockton,San Joaquin,2834844,Occupied,CA,SFR,95209,4.0,1.0,ZW25016,389263.0,Live,1979,256751.0,180000.0,180000.0
2820510,329000,2019-09-15,,,,,,,/details/4025-w-nichols-ave-sacramento-ca-95820-2820510-o_1257,,,1.0,61.0,,,,2820510,,,SFR,,,,AK56602,399191.0,,1928,,,
2834848,612000,2019-09-19,3,3,1.0,612000.0,0.0,1299,/details/2923-dall-sheep-ln-santa-rosa-ca-95407-2834848-e_13443,0.0,0.07,0.0,872.0,2923 DALL SHEEP LN,Santa Rosa,Sonoma,2834848,Occupied,CA,SFR,95407,14.0,1.0,ZY26005,390402.0,Live,2000,258050.0,205000.0,205000.0
2087329,408000,2019-10-30,2,3,1.0,408000.0,0.0,1690,/details/4516-wessex-ln-salida-ca-95368-2087329-e_13755,0.0,0.16,0.0,14.0,4516 WESSEX LN,Salida,Stanislaus,2087329,Occupied,CA,SFR,95368,80.0,1.0,TO6502,400539.0,Live,1987,131669.0,105000.0,105000.0
2711973,2087000,2019-10-01,,4,1.0,2087000.0,0.0,1450,/details/22-ethel-avenue-mill-valley-ca-94941-2711973-e_13547a,0.0,0.47,0.0,843.0,22 ETHEL AVENUE,MILL VALLEY,Marin,2711973,Occupied,CA,SFR,94941,72.0,1.0,ZY2000,402521.0,Live,1983,,,
2705831,996000,2019-09-18,1,2,1.0,996000.0,0.0,1040,/details/40-acton-st-daly-city-ca-94014-2705831-e_13443,0.0,0.07,0.0,1026.0,40 ACTON ST,Daly City,San Mateo,2705831,Occupied,CA,SFR,94014,101.0,1.0,AG2502,385097.0,Live,1927,785561.0,570000.0,570000.0
2820523,578000,2019-09-17,,,,,,,/details/2637-74th-avenue-oakland-ca-94605-2820523-o_1257w,,,1.0,127.0,,,,2820523,,,SFR,,,,ZS34502,400868.0,,1950,,,
2834872,382000,2019-09-25,1,3,1.0,382000.0,0.0,1092,/details/156-jordan-street-vallejo-ca-94591-2834872-e_13495,0.0,0.18,0.0,124.0,156 JORDAN STREET,Vallejo,Solano,2834872,Occupied,CA,SFR,94591,6.0,1.0,ZX20510,383724.0,Live,1942,67503.0,0.0,
2798009,2480000,2019-10-23,5,4,1.0,2480000.0,0.0,3434,/details/1-morgan-lane-san-rafael-ca-94901-2798009-e_13703,0.0,0.95,0.0,374.0,1 MORGAN LANE,San Rafael,Marin,2798009,Occupied,CA,SFR,94901,23.0,1.0,ZX15001,401296.0,Live,1950,1371966.0,1200000.0,1200000.0
2834874,660000,2019-09-26,2.5,3,1.0,660000.0,0.0,1414,/details/9613-armstrong-dr-oakland-ca-94603-2834874-e_13495,0.0,0.05,0.0,230.0,9613 ARMSTRONG DR,Oakland,Alameda,2834874,Occupied,CA,SFR,94603,9.0,1.0,AB1512,384407.0,Live,2009,606114.0,460000.0,460000.0
1399225,673000,2019-11-13,2,4,1.0,673000.0,0.0,1220,/details/818-sylvandale-ave-san-jose-ca-95111-1399225-e_13859,0.0,0.14,0.0,350.0,818 SYLVANDALE AVE,San Jose,Santa Clara,1399225,Occupied,CA,SFR,95111,50.0,1.0,TG1502,395711.0,Live,1975,667684.0,570000.0,570000.0
2834873,394000,2019-09-25,1,3,1.0,394000.0,0.0,1063,/details/2130-griffin-drive-vallejo-ca-94589-2834873-e_13495,0.0,0.11,0.0,68.0,2130 GRIFFIN DRIVE,Vallejo,Solano,2834873,Occupied,CA,SFR,94589,3.0,1.0,ZX20511,383724.0,Live,1960,,225000.0,225000.0
2798012,573000,2019-09-25,2,4,1.0,573000.0,0.0,1813,/details/1237-del-mar-avenue-vallejo-ca-94589-2798012-e_13495,0.0,0.23,0.0,989.0,1237 DEL MAR AVENUE,Vallejo,Solano,2798012,Occupied,CA,SFR,94589,51.0,1.0,ZX20507,383724.0,Live,1963,217383.0,175000.0,175000.0
2748860,498000,2019-10-09,2,3,1.0,498000.0,0.0,1305,/details/4913-ridgecrest-court-fairfield-ca-94534-2748860-e_13599,0.0,0.14,0.0,44.0,4913 RIDGECREST COURT,Fairfield,Solano,2748860,Occupied,CA,SFR,94534,31.0,1.0,AA1009,384416.0,Live,1988,384106.0,310000.0,310000.0
2830776,Not Available,2019-12-12,4,3,1.0,,0.0,3683,/details/1412-highland-cir-healdsburg-ca-95448-2830776-e_14067,0.0,0.43,0.0,45.0,1412 HIGHLAND CIR,Healdsburg,Sonoma,2830776,,CA,SFR,95448,13.0,1.0,ZM20000,405063.0,Live,2001,1253572.0,1000000.0,1000000.0
2608580,840000,2019-10-16,1,2,1.0,840000.0,0.0,880,/details/124-randolph-ave-south-san-francisco-ca-94080-2608580-e_13651,0.0,0.09,0.0,3430.0,124 RANDOLPH AVE,South San Francisco,San Mateo,2608580,Occupied,CA,SFR,94080,428.0,1.0,BE16000,388204.0,Live,1955,101583.0,80000.0,80000.0
2807240,602000,2019-09-24,3,5,1.0,602000.0,0.0,2237,/details/4400-caribou-court-antioch-ca-94531-2807240-e_13495,0.0,0.17,0.0,195.0,4400 CARIBOU COURT,Antioch,Contra Costa,2807240,Occupied,CA,SFR,94531,32.0,1.0,AE3021,392505.0,Live,1990,270635.0,215000.0,215000.0
2807241,469000,2019-09-24,2,3,1.0,469000.0,0.0,1706,/details/36-fallwind-circle-sacramento-ca-95831-2807241-e_13495,0.0,0.21,0.0,190.0,36 FALLWIND CIRCLE,Sacramento,Sacramento,2807241,Occupied,CA,SFR,95831,17.0,1.0,EY13027,382145.0,Live,1982,422681.0,325000.0,325000.0
2645453,1023000,2019-09-25,4.5,6,1.0,1023000.0,0.0,4687,/details/3345-spyglass-ct-fairfield-ca-94534-2645453-e_13495,0.0,0.22,0.0,814.0,3345 SPYGLASS CT,Fairfield,Solano,2645453,Occupied,CA,SFR,94534,91.0,1.0,ZX20508,383724.0,Live,2002,663685.0,560000.0,560000.0
2702801,1122000,2019-09-18,2,4,1.0,1122000.0,0.0,2008,/details/5893-embee-drive-san-jose-ca-95123-2702801-e_13443,0.0,0.16,0.0,1301.0,5893 EMBEE DRIVE,San Jose,Santa Clara,2702801,Occupied,CA,SFR,95123,153.0,1.0,ZX25506,389264.0,Live,1967,498654.0,400000.0,400000.0
1278425,1145000,2019-09-18,1,2,1.0,1145000.0,0.0,1080,/details/140-carmel-avenue-pacifica-ca-94044-1278425-e_13443,0.0,0.08,0.0,2139.0,140 CARMEL AVENUE,Pacifica,San Mateo,1278425,Occupied,CA,SFR,94044,158.0,1.0,AG2500,385097.0,Live,1925,371692.0,295000.0,295000.0
1264092,563000,2019-11-14,3,5,1.0,563000.0,0.0,3297,/details/16780-gold-nugget-trl-lathrop-ca-95330-1264092-e_13859,0.0,0.12,0.0,177.0,16780 GOLD NUGGET TRL,Lathrop,San Joaquin,1264092,Occupied,CA,SFR,95330,40.0,1.0,AA1001,392521.0,Live,2005,406668.0,325000.0,325000.0
2792927,608000,2019-10-08,2,3,1.0,608000.0,0.0,2008,/details/1070-south-san-mateo-street-redlands-ca-92373-2792927-e_13598,0.0,0.23,0.0,311.0,1070 SOUTH SAN MATEO STREET,Redlands,San Bernardino,2792927,Occupied,CA,SFR,92373,39.0,1.0,AG2527,386311.0,Live,1970,298726.0,240000.0,240000.0
2777574,482000,2019-09-15,,,,,,,/details/1111-palm-ave-martinez-ca-94553-2777574-o_1257,,,1.0,45.0,,,,2777574,,,SFR,,,,AK56565,399191.0,,1939,,,
2720239,412000,2019-10-02,2,4,1.0,412000.0,0.0,1590,/details/5520-fattoria-blvd-salida-ca-95368-2720239-e_13547,0.0,0.14,0.0,828.0,5520 FATTORIA BLVD,Salida,Stanislaus,2720239,Occupied,CA,SFR,95368,40.0,1.0,AC2000,392509.0,Live,1996,263981.0,210000.0,210000.0
2786799,1308000,2019-10-30,2,3,1.0,1308000.0,0.0,1577,/details/1719-old-piedmont-road-san-jose-ca-95132-2786799-e_13755,0.0,0.14,0.0,38.0,1719 OLD PIEDMONT ROAD,San Jose,Santa Clara,2786799,Occupied,CA,SFR,95132,41.0,1.0,BH4505,392518.0,Live,1975,731908.0,620000.0,620000.0
1365490,446000,2019-09-10,3,4,1.0,446000.0,0.0,2088,/details/5506-sagpond-way-sacramento-ca-95835-1365490-e_13391,0.0,0.06,0.0,488.0,5506 SAGPOND WAY,Sacramento,Sacramento,1365490,Occupied,CA,SFR,95835,23.0,1.0,ZI18040,378717.0,Live,2005,558846.0,328781.67,328781.67
2791923,527000,2019-09-19,3,4,1.0,527000.0,0.0,2641,/details/1973-oak-tree-lane-stockton-ca-95209-2791923-e_13443,0.0,0.17,0.0,1072.0,1973 OAK TREE LANE,Stockton,San Joaquin,2791923,Occupied,CA,SFR,95209,31.0,1.0,ZW25005,389263.0,Live,2004,560196.0,255000.0,255000.0
2818548,1319000,2019-12-23,2,4,1.0,1319000.0,0.0,1778,/details/3166-isadora-drive-san-jose-ca-95132-2818548-e_14171,0.0,0.14,0.0,6.0,3166 ISADORA DRIVE,San Jose,Santa Clara,2818548,,CA,SFR,95132,29.0,1.0,ZY26000,405076.0,Live,1971,762509.0,650000.0,650000.0
2814458,846000,2019-09-11,3,4,1.0,846000.0,0.0,2462,/details/109-lookout-ct-hercules-ca-94547-2814458-e_13391a,0.0,0.1,0.0,196.0,109 LOOKOUT CT,Hercules,Contra Costa,2814458,Occupied,CA,SFR,94547,16.0,1.0,AE3002,393258.0,Live,2000,,,
